title,content
"['sanguié', 'pire', 'évité', 'kordié', 'suite', 'décoiffement', '’', 'salle', 'classe']","['sanguié', 'pire', 'évité', 'kordié', 'suite', 'décoiffement', '’', 'salle', 'classekordiésanguiéaibune', 'pluie', 'accompagnée', '’', 'vent', 'violent', 'a', 'décoiffé', 'juin', 'salle', 'classe', '’', 'école', 'kordié', 'sanguié', 'fort', 'heureusement', 'quarantaine', '’', 'élèves', 'enseignants', 'attablés', 'derniers', 'préparatifs', 'cep', '’', 'sortis', 'indemnesa', 'veille', 'lancement', '’', 'examen', 'cep', 'juin', 'sou', 'coup', 'heures', 'pendant', 'examinateurs', 'train', '’', 'achever', 'préparatifs', 'salles', 'classe', '’', 'école', 'kordié', 'éclate', 'orageil', 'manqua', 'peu', 'plonger', 'centre', 'kordié', 'impasse', 'voire', 'sinistreen', 'effet', 'bâtiment', 'deux', 'salles', 'classe', 'devraient', 'servir', '’', 'dortoir', '’', 'autre', 'salle', 'composition', 'trouvaient', 'quarantaine', 'candidats', 'quelques', 'enseignants', 'occupés', 'derniers', 'préparatifsla', 'force', 'vent', 'a', 'fini', 'décoiffer', 'complètement', 'bâtiment', 'froissant', 'toiture', 'comme', 'papierfort', 'heureusement', 'tous', 'occupant', 'sortis', 'indemnes', 'sans', 'égratignure', 'aucunela', 'conjugaison', 'effort', 'un', 'autres', 'a', 'permis', 'parer', 'plus', 'urgent', 'savoir', 'trouver', 'rapidement', 'autre', 'site', '’', 'hébergement', 'profit', 'quarantaine', 'candidats', 'autre', 'salle', 'composition', 'épreuves', 'juinle', 'jeudi', 'juin', 'directeur', 'régional', '’', 'education', 'préscolaire', 'primaire', 'non', 'formelle', 'centreouest', 'abylaicé', 'rouamba', 'allé', 'constater', 'dégâts', 'encourager', 'acteurs', '«', 'pouvais', 'faire', 'déplacement', 'kordié', 'égard', '’', 'ampleur', 'cet', 'incident', 'majeur', 'a', 'failli', 'coûter', 'quinine', '»', '’', 'exprimé', 'dreppnf', 'abylaicé', 'rouamba', 'dès', 'arrivée', 'kordiéet', '’', 'ajouter', '»', 'donc', 'venu', 'nom', 'ministre', '’', 'education', 'nationale', 'jacques', 'sosthène', 'dingara', 'exprimer', 'gratitude', 'reconnaissance', '’', 'endroit', 'premier', 'responsable', 'commune', 'ainsi', 'tous', 'acteurs', '’', 'éducation', 'fait', 'montre', 'résilience', 'promptitude', 'résolution', 'cette', 'situation', 'délicate', 'inattendue', 'permettre', 'bon', 'déroulement', '’', 'examen', 'cep', 'cette', 'partie', 'région', 'centreouest', '»', 'terminer', 'propos', 'termes', '«', 'très', 'heureux', 'constater', '’', 'finish', 'a', 'plus', 'peur', 'mal', 'car', 'si', 'dégâts', 'moindres', 'élèves', 'comme', 'enseignants', '’', 'tous', 'sortis', 'indemnes', 'pouvons', 'rendre', 'grâce', 'miséricorde', 'divine', '»', 'abylaicé', 'rouamba', '’', 'équipe', '’', 'accompagnait', 'après', 'visite', '’', 'école', 'échanges', 'réconfortants', 'pris', 'congé', 'président', 'délégation', 'spéciale', 'commune', 'léopold', 'segda', 'chef', 'circonscription', '’', 'éducation', 'servais', 'dominique', 'toné', 'ambiance', 'chaleureusea', 'noter', '’', 'avant', 'passage', 'direction', 'régionale', '’', 'autres', 'personnalités', 'dont', 'hautcommissaire', 'province', 'sanguié', 'talari', 'germaine', 'ouoba', 'déjà', 'passées', 'prendre', 'poul', 'situation', '’', 'assurer', 'bon', 'déroulement', '’', 'examen', 'agence', '’', 'information', 'burkina', 'pbata']"
"['’', 'agence', '’', 'information', 'burkina', 'a', 'an']","['’', 'agence', '’', 'information', 'burkina', 'a', 'an', 'aujourd', '’', 'hui']"
"['enseignement', 'supérieur', 'burkina', 'lecture', 'croisée', 'entre', '’', 'enseignement', 'burkinabè', '’', 'enseignement', 'russe']","['enseignement', 'supérieur', 'burkina', 'lecture', 'croisée', 'entre', '’', 'enseignement', 'burkinabè', '’', 'enseignement', 'russeouagadougou', 'aibl', '’', 'association', 'russoburkinabè', '«', 'african', 'initiative', '»', 'a', 'organisé', 'jeudi', 'avril', 'table', 'ronde', '’', 'université', 'joseph', 'kizerbo', 'ujkz', '’', 'enseignement', 'supérieur', 'burkina', 'faso', 'panelistes', 'dépeint', '’', 'enseignement', 'burkinabè', 'présentiel', 'visioconférence', 'devant', 'près', 'cent', 'étudiants', 'cette', 'table', 'ronde', 'a', 'réuni', 'plusieurs', 'étudiants', 'différentes', 'filières', '’', 'ujkz', 'thème', '«', 'enseignement', 'supérieur', 'professionnel', 'cours', 'burkina', 'faso', 'situation', 'actuelle', 'perspective', '’', 'expérience', 'russie', '»', 'entre', 'cadre', 'coopération', 'entre', 'burkina', 'faso', 'russiedans', 'domaine', '’', 'enseignement', 'supérieur', 'paneliste', 'jules', 'césar', 'wangré', 'géologue', 'a', 'intervenu', 'volet', 'scientifique', 'a', 'recommandé', 'création', 'unités', 'valorisation', 'professionnelle', 'compléter', 'ufr', 'formation', 'recherchepour', 'création', '’', 'plateforme', 'réunit', 'intelligence', 'pourra', 'aider', 'aller', 'vers', 'transformation', 'tout', 'profitant', 'expériences', 'un', 'autresil', 'a', 'outre', 'recommandé', 'création', '’', 'cadre', 'réflexion', 'entre', 'burkina', 'faso', 'communauté', 'géo', 'scientifique', 'russe', 'formation', 'supérieure', 'burkina', 'accompagnée', 'pratique', 'comme', '’', 'ca', 'russie', 'chybin', 'vladimir', 'panelistes', 'a', 'intervenu', 'visioconférence', 'a', 'fait', 'savoir', '’', 'russie', 'étudiants', 'intégrés', 'vie', 'professionnelle', 'juste', 'après', 'leurs', 'études', 'parce', '’', 'enseignement', 'allie', 'théorique', 'pratique', '«', 'étudiants', 'burkina', 'faso', 'étudient', 'condition', 'pénibles', 'système', 'français', 'produit', 'bons', 'résultats', '»', 'a', 'indiqué', 'issiaka', 'ouédraogo', 'membre', 'comité', '’', 'organisationpour', 'résoudre', 'problèmes', 'liés', 'formation', 'professionnelle', '’', 'association', 'russourkinabè', '«', 'african', 'initiative', '»', 'invite', 'autorités', 'burkina', 'faso', 'coopérer', 'russie', 'domaine', '’', 'enseignement', 'supérieur', 'afin', 'faciliter', '’', 'insertion', 'professionnelle', 'étudiants', 'fin', 'cycleagence', '’', 'information', 'burkina']"
"['gnagna', 'candidats', 'composent', 'bepc', 'session']","['region', 'estgnagna', 'candidats', 'composent', 'bepc', 'session', '2024bogandé', 'juin', 'aib', 'préfet', 'président', 'délégation', 'spéciale', 'communale', 'bogandé', 'taugolo', 'paré', 'a', 'ouvert', 'mardi', 'matin', 'jury', 'n°1', 'logé', 'lycée', 'provincial', 'bogandé', 'première', 'enveloppe', 'contenant', '’', 'épreuve', 'dictée', '’', 'examen', 'brevet', '’', 'étude', 'premier', 'cycle', 'bepc', 'donnant', 'ainsi', 'top', 'départ', 'session', 'gnagnaa', '’', 'instar', 'autres', 'localités', 'burkina', 'lancement', 'épreuves', 'écrites', '’', 'examen', 'brevet', '’', 'études', 'premier', 'cycle', 'bepc', 'province', 'gnagna', 'intervenu', 'mardi', 'juin', 'lycée', 'provincial', 'bogandé', 'où', 'logés', 'jury', 'auquel', 'rattaché', 'centre', 'secondaire', 'manni', 'jury', '2le', 'préfet', 'président', 'délégation', 'spéciale', 'communale', 'bogandé', 'taugolo', 'paré', 'a', 'ouvert', 'première', 'enveloppe', 'contenant', '’', 'épreuve', 'dictée', 'bepc', 'session', 'a', '’', 'occasion', 'encouragé', 'candidats', 'invitant', 'sérénité', '»', '’', 'a', 'rien', 'particulier', 'lisez', 'bien', 'sujets', 'évitez', 'ratures', 'beaucoup', 'courage', 'bonne', 'chance', '»', 'atil', 'ajoutéau', 'total', 'candidats', 'garçons', 'fille', 'louse', 'conquête', 'parchemin', 'gnagna', 'repartis', 'jury', 'auxquels', 'rattachés', 'centre', 'secondairesselon', 'directeur', 'provincial', 'enseignements', 'post', 'primaires', 'secondaires', 'gnagna', 'adama', 'tondé', '’', 'administration', 'épreuves', 'a', 'bien', 'débuté', 'province', 'poursuit', 'sans', 'aucun', 'incidentles', 'résultats', 'premier', 'tour', 'attendus', 'plus', 'tard', 'juin', '2024agence', '’', 'information', 'burkina', 'oyé', 'ardjima', 'yempabou', 'tindano']"
"['namentenga', 'hautcommissaire', 'donne', 'top', 'départ', 'examen', 'scolaires']","['burkinanamentengaexamens', 'lancementnamentenga', 'hautcommissaire', 'donne', 'top', 'départ', 'examen', 'scolaires', 'boulsaaib', 'hautcommissaire', 'province', 'namentenga', 'adama', 'conseiga', 'a', 'officiellement', 'lancé', 'mardi', 'juin', 'boulsa', 'épreuves', 'brevet', '’', 'études', 'premier', 'cycle', 'bepc', 'certificat', '’', 'aptitude', 'professionnelle', 'cap', 'brevet', '’', 'études', 'professionnelles', 'bep', 'session', '’', 'lycée', 'technique', 'formation', 'professionnelle', 'jan', 'vervoort', 'boulsa', 'premier', 'responsable', 'province', 'namentenga', 'adama', 'conseiga', 'a', 'officiellement', 'lancé', 'mardi', 'juin', 'examen', 'scolaires', 'session', 'province', 'namentenga', 'région', 'centrenordil', '’', 'agit', 'brevet', '’', 'études', 'premier', 'cycle', 'bepc', 'certificat', '’', 'aptitude', 'professionnelle', 'cap', 'brevet', '’', 'études', 'professionnelles', 'bep', '«', 'si', 'nombre', 'inscrits', 'filières', 'technique', 'a', 'connu', 'hausse', 'inscrits', 'bepc', 'baisse', 'rapport', 'session', '»', 'a', 'indiqué', 'directeur', 'provincial', 'enseignements', 'post', 'primaires', 'secondaires', 'namentenga', 'abdoulaye', 'yarbangapour', 'bepc', 'candidats', 'inscrits', 'session', 'contre', 'baisse', 'représentant', 'taux', '1711le', 'cap', 'bep', 'totalisent', 'inscrits', 'contre', 'hausse', 'candidats', 'représentant', 'taux', 'différents', 'examen', 'province', 'compte', 'quatre', 'jury', 'bepc', 'dont', 'trois', 'commune', 'boulsa', 'commune', 'tougouri', 'situé', 'nord', 'plus', 'km', 'boulsa', 'cheflieu', 'province', 'centre', 'secondaire', 'nièga', 'village', 'commune', 'boulsa', 'deux', 'jury', 'logés', 'lycée', 'technique', 'bep', 'capselon', 'directeur', 'provincial', 'enseignements', 'post', 'primaires', 'secondaires', 'namentenga', 'yarbanga', 'cette', 'session', 'marquée', '’', 'amélioration', 'système', 'intégré', 'gestion', 'examen', 'concours', 'sigec', 'a', 'pris', 'compte', 'différents', 'aspect', 'relevés', 'examen', 'passésle', 'hautcommissaire', 'adama', 'conseiga', 'a', 'remercié', 'tous', 'ceux', 'mi', 'tâche', 'déroulement', 'normal', '’', 'année', 'scolaire', 'jusqu', '’', 'examensa', 'cet', 'effet', 'conseiga', 'a', 'fait', 'mention', 'spéciale', 'force', 'combattantes', 'continuent', '’', 'abattre', 'travail', 'remarquable', 'réinstaller', 'populationsagence', '’', 'information', 'burkinajbdnoata']"
"['«', 'relation', 'entre', 'russie', 'burkina', 'faso', 'fondées', 'confiance', 'respect', 'réciproques', '»', 'lavrov']","['«', 'relation', 'entre', 'russie', 'burkina', 'faso', 'fondées', 'confiance', 'respect', 'réciproques', '»', 'lavrovouagadougou', 'juin', '2024aible', 'chef', 'diplomatie', 'russe', 'sergueï', 'lavrov', 'effectue', 'première', 'visite', 'burkina', 'faso', 'a', 'déclaré', 'mardi', 'relation', 'entre', 'deux', 'pay', 'fondées', 'confiance', 'sympathie', 'respect', 'réciproques', '«', 'relation', 'bonne', 'histoire', 'fondent', 'confiance', 'sympathie', 'respect', 'réciproques', 'contact', 'tous', 'niveaux', 'très', 'intenses', 'évident', 'négociations', 'contribueront', 'concrétiser', 'objectifs', 'fixés', 'présidents', 'donner', 'nouvelle', 'impulsion', 'relation', 'amicales', '»', 'a', 'déclaré', 'sergueï', 'lavrovle', 'chef', 'diplomatie', 'russe', '’', 'exprimait', 'mardi', 'soir', 'peu', 'temp', 'après', 'arrivée', 'capitale', 'burkinabè', 'visite', '’', 'amitié', 'travail', '«', 'délégation', 'très', 'touchés', '’', 'accueil', 'chaleureux', 'sentons', 'chez', 'relation', 'plein', 'essor', 'avant', 'tout', 'grâce', 'accord', 'conclus', 'lors', 'rencontre', 'présidents', 'marge', 'deuxième', 'sommet', 'russieafrique', 'juillet', 'ndlr', '»', 'a', 'noté', 'lavrovsergueï', 'lavrov', 'a', 'remercié', 'homologue', 'burkinabè', 'karamoko', 'jean', 'marie', 'traoré', 'aide', 'rouverture', '’', 'ambassade', 'russie', 'burkina', 'faso', 'décembre', 'après', 'an', 'fermeture', '«', 'merci', 'beaucoup', 'assistance', 'plus', 'efficace', 'a', 'permis', 'relancer', 'travaux', 'ambassade', 'ouagadougou', 'matérialisons', 'programme', 'reprise', 'activités', 'ambassades', 'afrique', 'burkina', 'faso', 'pratiquement', 'premier', 'pay', 'faire', '»', 'atil', 'conclu', 'agence', '’', 'information', 'burkina', 'ta']"
"['ghana', 'manifestation', 'accra', 'contre', 'coupures', '’', 'électricité']","['ghana', 'manifestation', 'accra', 'contre', 'coupures', '’', 'électricitéouagadougou', '08juin', '2024aibafpdes', 'centaines', 'ghanéens', 'manifesté', 'samedi', 'accra', 'capitale', 'contre', 'coupures', '’', 'électricité', 'affectent', 'entreprises', 'vie', 'quotidienne', 'pay', '’', 'afrique', '’', 'ouest', '«', 'lumière', 'client', 'comment', 'sommesnous', 'censés', 'gagner', 'vie', '»', 'a', 'demandé', 'kwame', 'danso', 'coiffeur', 'local', 'brandissant', 'pancarte', 'laquelle', 'pouvait', 'lira', '«', 'arrêtez', 'coupures', 'courant', 'sauvez', 'emplois', '»', 'protestataires', 'tenant', 'lanternes', 'alimentées', 'kérosène', 'symboliser', 'sort', 'soutenus', 'célébrités', 'locale', 'appelé', 'gouvernement', 'stabiliser', '’', 'approvisionnement', 'électricitébien', '’', '’', 'pay', 'africains', 'plus', 'avancés', '’', 'électrification', 'territoire', 'ghana', 'souffre', 'pénuries', 'chroniques', 'peine', 'élever', 'capacités', 'production', 'hauteur', '’', 'demande', 'croissantesous', 'slogan', 'dumsormuststop', '«', 'dumsor', '»', 'signifiant', 'coupures', 'courant', 'manifestation', 'organisée', '’', 'actrice', 'productrice', 'ghanéenne', 'yvonne', 'nelson', '«', 'coupures', 'courant', 'inopinées', 'tuent', 'métier', 'besoin', '’', 'électricité', 'stable', 'prospérer', '»', 'a', 'confié', 'côté', '’', 'afp', 'comédien', 'ghanéen', 'dkbles', 'manifestants', 'imputent', 'notamment', 'coupures', 'gouvernement', 'nouveau', 'parti', 'patriotique', 'npp', '«', 'npp', 'laissé', 'tomber', 'jeunesse', '»', '«', 'lumière', 'progrès', '»', '«', '’', 'électricité', 'droit', 'privilège', '»', 'pouvaiton', 'lira', 'pancartes', 'brandy', 'manifestationl', '’', 'électricité', 'devenue', 'enjeu', 'majeur', 'campagne', 'pay', 'riche', 'or', 'pétrole', '’', 'approche', 'élections', 'prévues', 'décembreagence', '’', 'information', 'burkina']"
"['tita06', 'morts', 'blessés', 'accident', 'village', 'laba', 'nationale']","['burkinatransportaccidenttita06', 'morts', 'blessés', 'accident', 'village', 'laba', 'nationale', '1boromole', 'juin', '2024aibun', 'accident', 'route', 'a', 'fait', 'samedi', 'morts', 'blessés', 'graf', 'kilomètre', 'après', 'village', 'laba', 'route', 'nationale', 'numéro', 'a', 'appris', '’', 'aib', 'auprès', 'secoursun', 'accident', 'circulation', 'impliquant', 'car', 'a', 'fait', 'victimes', '’', 'aprèsmidi', 'samedi', 'juin', 'sortie', 'village', 'laba', 'direction', 'ouagadougouselon', 'secours', 'personnes', 'perdu', 'vie', 'autres', 'gravement', 'blesséesparmi', 'victimes', 'décédées', 'dénombre', 'homme', 'femmes', 'enfants08', 'blessés', 'évacués', 'ambulance', 'civiles', 'koudougou', 'autres', 'pompiers', 'boromo', 'selon', 'mêmes', 'source', 'agence', '’', 'information', 'burkina']"
"['sankmoney', 'offre', 'matériel', 'district', 'sanitaire', 'pouytenga']","['sankmoney', 'offre', 'matériel', 'district', 'sanitaire', 'pouytengapouytenga', 'juin', 'aibla', 'société', 'sankmoney', 'a', 'remis', 'samedi', 'dix', 'lit', 'dix', 'matelas', 'district', 'sanitaire', 'pouytenga', 'saluer', 'engagement', 'faveur', 'santé', 'population', 'particulier', 'fdsle', 'district', 'sanitaire', 'pouytenga', 'a', 'marqué', 'arrêt', 'célébrer', '5e', 'journées', '’', 'excellence', 'bénéficient', '’', 'accompagnement', 'société', 'sankmoneyce', 'juin', 'plusieurs', 'autorités', 'dont', 'directeur', 'général', 'sankmoney', 'rodrigue', 'zabsonré', 'traduit', 'vive', 'voix', 'leurs', 'reconnaissance', 'personnel', 'soignant', 'service', 'rendus', 'populationsselon', 'zabsonré', 'activités', 'agent', 'santé', 'visent', 'bienêtre', 'population', '’', 'cela', 'a', 'félicité', 'médecins', 'infirmiers', 'malgré', 'contexte', 'difficile', 'travaillent', 'soulager', 'souffrances', 'blessés', 'fds', 'maladesle', 'dg', 'a', 'également', 'remis', 'lot', 'matériel', 'logistique', 'composé', 'dix', 'lit', 'dix', 'matelas', 'district', 'sanitairecet', 'accompagnement', 'plus', 'autres', 'soutiens', 'selon', 'zabsonré', 'vise', 'répondre', 'demande', 'pressante', 'prise', 'charge', 'patient', 'notamment', 'blessés', 'force', 'combattantesle', 'ministre', 'délégué', 'charge', 'sécurité', 'mahamadou', 'sana', 'a', 'salué', 'coordination', '’', 'action', '’', 'entretiennent', 'agent', 'santé', 'force', 'défense', 'sécurité', 'fds', 'contexte', 'lutte', 'contre', 'terrorisme', 'burkina', 'faso', '«', 'quand', 'menons', 'activités', 'terrain', 'terme', 'reconquête', 'territoire', 'a', 'cet', 'accompagnement', 'agent', 'santé', 'non', 'seulement', 'profit', 'population', 'également', '’', 'endroit', 'fds', 'blessées', '»', 'a', 'déclaré', 'ministre', 'délégué', 'sécuritéselon', 'agent', 'santé', '’', 'importance', 'vitale', 'force', 'combattantes', 'engagées', 'théâtre', 'opérationsle', 'ministre', 'sana', 'a', 'laissé', 'entendre', 'agent', 'santé', 'constituent', 'maillot', 'fort', 'moment', 'lutte', 'contre', 'terrorismeselon', 'détermination', '’', 'engagement', 'agent', 'santé', 'côtés', 'fds', 'permis', 'créer', 'climat', 'stabilité', 'plusieurs', 'zonesle', 'ministre', 'délégué', 'chargé', 'sécurité', 'ailleurs', 'patron', 'journées', 'promotionnelles', '’', 'excellence', 'a', 'aussi', 'reconnu', 'contribution', 'district', 'sanitaire', 'pouytenga', 'développement', 'socioéconomique', 'province', 'kourittenga', '«', 'population', 'bonne', 'santé', 'plus', 'résiliente', 'face', 'défis', 'sécuritaires', 'socioéconomiques', 'auxquels', 'confrontés', '»', 'atil', 'indiquédans', 'cette', 'optique', 'a', 'salué', 'dévouement', 'professionnalisme', 'agent', 'tout', 'invitant', 'prendre', 'mesure', 'défi', 'abnégation', 'résilienceselon', 'médecin', 'chef', 'dr', 'ousmane', 'isidore', 'kalmogo', 'district', 'sanitaire', 'pouytenga', 'compte', 'formation', 'sanitaires', 'publiques', 'centre', 'santé', 'privés', 'trois', 'officines', 'total', 'agent', 'toutes', 'catégories', 'confonduesil', 'faut', 'noter', '5e', 'édition', 'journées', '’', 'excellence', 'district', 'sanitaire', 'a', 'thème', '«', 'résilience', 'excellence', 'cœur', 'défis', '»', 'a', 'cette', 'occasion', 'plusieurs', 'agent', 'centre', 'santé', 'primés', 'base', 'leurs', 'engagement', 'abnégation', 'travail', 'agence', '’', 'information', 'burkina', 'zoata']"
"['armées', 'burkinabè', 'nigérienne', 'tuent', 'nombreux', 'terroristes', 'récupèrent', 'matériel', 'actualisée', '20h50mn']","['armées', 'burkinabè', 'nigérienne', 'tuent', 'nombreux', 'terroristes', 'récupèrent', 'matériel', 'actualisée', '20h50mnouagadougou', 'juin', '2024aibles', 'armées', 'burkinabè', 'nigérienne', 'mené', 'ensemble', 'samedi', 'assaut', 'région', 'sahel', 'permis', 'neutraliser', 'nombreux', 'terroristes', 'récupérer', 'matérielle', 'samedi', 'juin', 'armées', 'burkinabè', 'nigérienne', 'encore', 'uni', 'leurs', 'force', 'contrer', 'terroristes', 'troublent', 'quiétude', 'leurs', 'vaillantes', 'populationsc', '’', 'ainsi', '’', 'elles', 'mené', 'assaut', 'rapide', 'position', 'terroriste', 'située', 'zone', 'boenga', 'région', 'saheldes', 'terroristes', 'tués', 'matériel', 'récupéré', 'dont', 'important', 'stock', 'produits', 'alimentairestoujours', 'juin', 'vigilance', 'force', 'combattantes', 'a', 'permis', '’', 'éviter', 'pire', 'seguenega', 'région', 'nordtout', 'commence', 'guetteurs', 'aériens', 'aperçu', 'colonne', 'terroriste', 'motos', 'suivi', '’', 'pickup', 'fonçant', 'vive', 'allure', 'communeen', 'cours', 'route', 'certains', 'bandit', 'véhicule', 'où', 'trouve', 'probablement', 'chef', '’', 'arrêtent', 'camouflent', 'sou', 'grand', 'arbre', 'laissant', 'reste', 'colonne', 'poursuivre', 'cheminau', 'niveau', 'village', 'loubré', 'malfaiteurs', 'marquent', 'nouveau', 'arrêt', 'dernieren', 'effet', '’', 'moment', 'précis', '’', 'foudroyés', 'frappe', 'aériennesseules', 'trois', 'motos', 'vont', 'échapper', 'provisoirement', 'fuite', 'leurs', 'usagers', '’', 'plus', 'temp', 'leurs', 'collègues', 'camouflés', 'sou', 'arbresce', '’', 'ca', 'opérateurs', 'aériens', 'missile', 'va', 'fendre', 'ciel', 'frapper', 'position', 'véhiculeensuite', 'force', 'terrestres', 'ratissent', 'achever', 'travail', 'prendre', 'matériel', 'encore', 'utilisabledécidément', 'journée', 'juin', 'a', 'intense', 'combat', 'surveillance', 'aérienne', 'a', '’', 'grand', 'secoursdans', 'hameau', 'culture', 'abandonné', 'bendogo', 'centrenord', 'vecteurs', 'aériens', 'vu', 'beaucoup', 'terroristes', 'faisaient', 'vasetviens', 'entre', 'bâtiments', 'arbresun', 'premier', 'missile', 'a', 'permis', 'décimer', 'plusieurs', 'terroristes', 'tandis', 'reste', 'a', 'fui', 'vers', 'bâtiment', 'foudroyés', '’', 'intérieurles', 'unités', 'sol', 'vont', 'lancer', 'immédiatement', '’', 'assaut', 'position', 'achever', 'jobles', 'force', 'combattantes', 'enregistré', '’', 'autres', 'victoiresle', 'juin', 'force', 'combattantes', 'tendu', 'embuscade', 'entre', 'bondoukuy', 'koumana', 'groupe', 'criminels', 'neutralisant', 'plusieurs', 'terroristes', 'récupérant', 'matérielle', 'juin', 'opération', 'a', 'permis', 'patriotes', 'région', 'nord', 'tendre', 'embuscade', 'groupe', 'criminels', 'guessouml', '’', 'opération', 'a', 'permis', 'neutraliser', 'criminels', 'récupérer', 'matériel', 'guerreenfin', 'jour', 'force', '41e', '42e', 'regiment', 'inter', 'commando', 'appuyés', '9e', 'bataillon', '’', 'intervention', 'rapide', 'attaqué', 'position', 'ennemie', 'aboudjié', 'sahel', 'neutralisant', 'plusieurs', 'terroristes', 'récupérant', 'matériel', 'agence', '’', 'information', 'burkina']"
"['niger', 'prépare', 'construire', 'nouvelle', 'raffinerie', 'région', 'dosso']","['nigerhydrocarbureraffinageprojetle', 'niger', 'prépare', 'construire', 'nouvelle', 'raffinerie', 'région', 'dossoniamey', 'juin', 'anp', '–', 'niger', 'prépare', 'plus', 'raffinerie', 'zinder', 'construire', 'nouvelle', 'raffinerie', 'complexe', 'pétrochimique', 'région', 'dosso', 'prévus', 'entrer', 'activité', 'fin', '2025le', 'ministre', 'pétrole', 'barké', 'bako', 'maman', 'moustapha', 'a', 'procédé', 'lancement', 'travaux', 'comité', 'technique', 'chargé', 'suivi', 'processus', 'projet', 'vendredi', 'juin', 'direction', 'général', 'hydrocarbures', 'niamey', '«', 'planning', 'amène', 'démarrage', 'activités', 'cette', 'raffinerie', 'dernière', 'semaine', 'mois', 'décembre', '’', 'estàdire', 'aujourd', '’', 'hui', 'pratiquement', 'mois', 'démarrage', 'projet', '»', 'a', 'rappelé', 'ministre', 'barké', '«', 'reste', 'faire', 'aujourd', '’', 'hui', 'sélection', 'partenaires', 'stratégiques', 'démarrage', 'travaux', '»', '«', 'comité', 'mi', 'place', 'doit', 'avoir', '’', 'esprit', 'projet', 'consacrer', 'tous', 'effort', '’', 'mérite', 'afin', '’', 'mené', 'temp', 'meilleure', 'façons', '»', 'a', 'ajouté', 'ministre', 'pétrole', 'cité', '’', 'agence', 'nigérienne', 'presse', 'anple', 'comité', 'technique', 'composé', 'membres', 'chargera', 'préparer', '’', 'avis', 'manifestation', '’', 'intérêt', '’', 'analyser', 'offres', 'relative', 'proposition', 'technique', 'financières', 'projet', '’', 'élaborer', 'projet', 'mémorandum', 'relatif', 'projet', 'encore', 'participer', 'toutes', 'négociations', 'projets', 'convention', 'liés', 'projet', 'rapporte', '’', 'anpla', 'raffinerie', 'dosso', 'produira', 'minimum', 'barils', 'jour', '«', 'mise', 'place', '’', 'façon', 'modulaire', 'permettre', '’', 'accélérer', 'processus', 'cela', 'étude', 'préfaisabilité', 'a', 'faite', 'service', '»', 'a', 'indiqué', 'ministre', 'barkéle', 'niger', 'met', 'place', 'infrastructure', 'production', 'transport', 'pourraient', 'permettre', 'multiplier', 'cinq', 'production', 'actuelle', 'passer', 'barilsjour', 'barilsjour', '’', 'installer', 'confortablement', 'parmi', 'pay', 'producteurs', 'exportateurs', 'pétroleagence', '’', 'information', 'burkina']"
"['opération', 'permis', 'conduire', 'tentatives', '’', 'arnaque', 'signalées', 'ouahigouya']","['opération', 'permis', 'conduire', 'tentatives', '’', 'arnaque', 'signalées', 'ouahigouyaouahigouya', 'juin', 'aibdes', 'individus', 'mal', 'intentionnés', 'tentent', 'soutirer', 'illégalement', '’', 'argent', 'candidats', '’', 'opération', 'permis', 'conduire', 'lancée', 'ministère', 'jeunesse', 'a', 'appris', '’', 'aible', 'ministère', 'jeunesse', 'formation', 'professionnelle', '’', 'emploi', 'mjfpe', 'a', 'relancé', 'cours', 'mois', 'mai', '’', 'opération', 'permis', 'conduire', 'opc', 'objectif', 'réduire', '’', 'incivisme', 'routier', 'jeunes', 'travers', 'activités', '’', 'éducation', 'sécurité', 'routière', '’', 'améliorer', 'employabilité', 'vue', 'insertion', 'socioprofessionnelleaprès', 'période', 'sélection', 'tirage', 'sort', 'candidats', 'malignes', 'personnes', 'engagées', 'arnaquer', 'postulant', '’', 'opc', 'a', 'appris', '’', 'aibdes', 'témoignages', 'concordants', 'cité', 'naaba', 'kango', 'font', 'état', 'tentatives', '’', 'escroqueries', '’', 'individus', 'mal', 'intentionnés', 'prennent', 'contact', 'jeunes', 'soutirer', 'somme', '35200fcfa', 'via', 'téléphones', 'mobile', 'afin', 'faciliter', 'confirmer', 'inscription', '’', 'opccette', 'situation', 'a', 'amené', 'organisation', 'jeunesse', 'tirer', 'sonnette', '’', 'alarme', 'circonscrire', '’', 'arnaquela', 'direction', 'régionale', 'nord', 'jeunesse', 'formation', 'professionnelle', '’', 'emploi', 'a', 'travers', 'note', 'a', 'invité', 'jeunes', 'présélectionnés', 'sélectionnés', 'plus', 'grande', 'prudence', 'afin', 'bloquer', 'réseau', '’', 'arnaqueursau', 'total', 'bénéficiaires', 'devront', 'être', 'recrutés', 'territoire', 'national', 'formation', 'permis', 'conduire', 'catégorie', 'b1', 'agence', '’', 'information', 'burkina', 'pnata', 'attention', 'photo', '’', 'archive', '’', 'illustration']"
"['président', 'faso', 'chef', '’', 'etat', 'capitaine', 'ibrahim', 'traore', 'préside', 'mercredi', 'mai', '’', 'hebdomadaire', 'conseil', 'ministres']","['président', 'faso', 'chef', '’', 'etat', 'capitaine', 'ibrahim', 'traore', 'préside', 'mercredi', 'mai', '’', 'hebdomadaire', 'conseil', 'ministresplusieurs', 'dossier', 'inscrits', 'ordre', 'jour', 'examinés', 'décisions', 'importantes', 'prises', 'bonne', 'marche', 'nationagence', '’', 'information', 'burkina']"
